Polymorphism,What is the significance of pure virtual functions in C++? a) They cannot be called directly and must be overridden in derived classes b) They can only be called by objects of the base class c) They can be called directly and must be overridden in derived classes d) They can only be called by objects of the derived class ,True or False: Abstract classes can be instantiated.,How can you achieve runtime polymorphism in C++?
,Introduction To Computing,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Variables and Data Types,Which of the following is not a valid data type in C++? a) int b) float c) boolean d) string ,"True or False: The ""sizeof"" operator in C++ returns the size of a variable in bytes.","What is the difference between ""int"" and ""double"" data types in C++?"
Variables and Data Types,"What is the size of the ""char"" data type in C++? a) 4 bytes b) 2 bytes c) 1 byte d) It varies depending on the system ","True or False: In C++  the ""bool"" data type can store either ""true"" or ""false"" values. ",How can you declare a constant variable in C++?
Variables and Data Types,Which keyword is used to declare a constant variable in C++? a) constant b) final c) const d) static ,True or False: Variables in C++ must be declared before they can be used.,"What is the purpose of the ""sizeof"" operator in C++?"
Variables and Data Types,"What is the range of the ""short"" data type in C++? a) -128 to 127 b) 0 to 255 c) -32768 to 32767 d) -2147483648 to 2147483647 ","True or False: The ""unsigned"" keyword is used to declare signed variables in C++.",How do you initialize a variable in C++?
Variables and Data Types,"Which data type can store decimal numbers with a higher precision compared to ""float"" in C++? a) double b) long double c) real d) decimal ","True or False: The ""long"" data type in C++ is guaranteed to be larger than the ""int"" data type.","What is the range of values that can be stored in a ""char"" data type in C++?"
Control Structures and Loops,Which control structure allows a block of code to be executed repeatedly as long as a condition is true? a) if statement b) switch statement c) for loop d) while loop ,"True or False: The ""switch"" statement in C++ can only be used with integer and character types.","What is the purpose of the ""if"" statement in C++?"
Control Structures and Loops,Which loop structure is guaranteed to execute at least once regardless of the condition? a) for loop b) while loop c) do-while loop d) nested loop  ,"True or False: The ""for"" loop in C++ is similar to the ""while"" loop  but with a different syntax. ","How does the ""for"" loop differ from the ""while"" loop in C++?"
Control Structures and Loops,"How many times will the following code segment be executed? int i = 1 while (i <= 5) { cout << i << "" "" i += 2 } a) 1 time b) 2 times c) 3 times d) 5 times ","True or False: The ""break"" statement in C++ is used to exit the loop and continue with the next iteration.","What is the purpose of the ""switch"" statement in C++?"
Control Structures and Loops,Which control structure allows a program to selectively execute different blocks of code based on different conditions? a) if statement b) for loop c) switch statement d) do-while loop ,"True or False: A ""nested loop"" refers to a loop inside another loop in C++.",How can you exit a loop prematurely in C++?
Control Structures and Loops,"What will be the output of the following code? int x = 10 if (x > 5) { cout << ""Hello"" } else { cout << ""World"" } a) Hello b) World c) Hello World d) No output ","TTrue or False: he condition in the ""do-while"" loop is checked before executing the loop body.","What is the difference between the ""do-while"" loop and the ""while"" loop in C++?"
Functions and Modular Programming,Which keyword is used to define a function in C++? a) func b) def c) fun d) void ,True or False: A function can be called recursively meaning it calls itself. ,What is a function in C++?
Functions and Modular Programming,What is the purpose of a return type in a function declaration? a) It specifies the name of the function. b) It indicates the number of parameters the function accepts. c) It specifies the data type of the value returned by the function. d) It determines the visibility of the function. ,True or False: A function can have multiple return statements within its body.,How do you declare a function in C++?
Functions and Modular Programming,Which of the following is true about function overloading in C++? a) Two functions can have the same name but different return types. b) Two functions can have the same name and same parameter types but different return types. c) Two functions can have the same name and same return type but different parameter types. d) Function overloading is not allowed in C++. ,True or False: Parameters in a function declaration are optional.,What is function overloading in C++?
Functions and Modular Programming,Which of the following is the correct way to pass an array to a function in C++? a) Pass by value b) Pass by reference c) Pass by pointer d) Pass by constant reference ,True or False: Functions can only return a single value in C++.,How can you pass an array to a function in C++?
Functions and Modular Programming,What is the purpose of a function prototype in C++? a) It defines the body of the function. b) It declares the existence and signature of a function before it is defined. c) It specifies the return type of the function. d) It determines the visibility of the function. ,True or False: A function can modify the original values of its arguments if they are passed by reference.,What is the difference between a function declaration and a function definition in C++?
,Data Structures,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Linked Lists in C++,Which of the following statements about linked lists is true? a) Linked lists provide constant time access to any element. b) Linked lists have a fixed size determined at compile time. c) Linked lists can easily insert or delete elements at any position. d) Linked lists can only be traversed in a forward direction. ,True or False: In a singly linked list traversal from the last element to the first element is efficient. ,What is a linked list?
Linked Lists in C++,In a singly linked list which operation has a time complexity of O(1)? a) Insertion at the beginning. b) Insertion at the end. c) Deletion from the beginning. d) Deletion from the end.  ,True or False: Circular linked lists can be implemented using either singly linked lists or doubly linked lists.,What are the advantages of using linked lists over arrays?
Linked Lists in C++,Which of the following statements about doubly linked lists is true? a) Doubly linked lists require less memory compared to singly linked lists. b) Doubly linked lists cannot be traversed in a backward direction. c) Doubly linked lists have a higher time complexity for insertion and deletion compared to singly linked lists. d) Doubly linked lists have better cache locality compared to singly linked lists. ,True or False: Linked lists are a dynamic data structure that can grow or shrink in size during program execution.,What is a singly linked list?
Linked Lists in C++,The process of combining two or more linked lists into a single list is called: a) Merging. b) Concatenation. c) Reversal. d) Partitioning. ,True or False: Linked lists consume less memory compared to arrays for storing the same amount of data.,What is a doubly linked list?
Linked Lists in C++,Which of the following data structures can be used to implement a stack using a linked list? a) Singly linked list. b) Doubly linked list. c) Circular linked list. d) All of the above. ,True or False: Deleting an element from a doubly linked list requires updating the next and previous pointers of the adjacent nodes.,What is the time complexity for inserting an element at the end of a singly linked list?
Binary Trees in C++,In a binary tree  each node can have a maximum of how many children? a) 1 b) 2 c) 3 d) There is no maximum limit ,True or False: In a binary tree the left subtree of a node contains smaller values and the right subtree contains larger values.  ,What is a binary tree?
Binary Trees in C++,Which traversal visits the left subtree then the root and finally the right subtree? a) Preorder traversal b) Inorder traversal c) Postorder traversal d) Level order traversal ,True or False: Binary trees can be empty meaning they contain no nodes. ,What is the difference between a binary tree and a binary search tree?
Binary Trees in C++,Which of the following statements about binary trees is true? a) Binary trees always have an equal number of left and right children. b) Binary trees are a type of balanced tree. c) Binary trees can have any number of children per node. d) Binary trees can have at most two children per node. ,True or False: The height of a binary tree is always equal to the number of nodes in the tree.,What is the height of a binary tree?
Binary Trees in C++,The height of a binary tree with n nodes is at most: a) n b) log(n) c) n - 1 d) 2^n ,True or False: Binary trees can be traversed in multiple ways including preorder and inorder and postorder. ,How is a binary tree represented in memory?
Binary Trees in C++,Which operation is used to remove a node from a binary search tree? a) Rotate b) Split c) Delete d) Extract ,True or False: A binary tree can have a node with only a right child but no left child.,What is the time complexity for searching a value in a binary search tree?
Sorting Algorithms,Which sorting algorithm has a worst-case time complexity of O(n^2)? a) Bubble Sort b) Merge Sort c) Quick Sort d) Insertion Sort ,True or False: Merge Sort is an example of a comparison-based sorting algorithm.,What is a sorting algorithm?
Sorting Algorithms,Which sorting algorithm guarantees a worst-case time complexity of O(n log n)? a) Selection Sort b) Radix Sort c) Heap Sort d) Bubble Sort ,True or False: Radix Sort is suitable for sorting arrays with both positive and negative integers.,What is the time complexity of a sorting algorithm?
Sorting Algorithms,Which sorting algorithm is known for its stability meaning it preserves the relative order of equal elements? a) Quick Sort b) Insertion Sort c) Selection Sort d) Merge Sort ,True or False: Quick Sort is an in-place sorting algorithm.,What is the difference between comparison-based and non-comparison-based sorting algorithms?
Sorting Algorithms,The best-case time complexity of Bubble Sort is: a) O(n) b) O(n^2) c) O(log n) d) O(n log n) ,True or False: Bubble Sort is an efficient sorting algorithm for large arrays.,Name a stable sorting algorithm.
Sorting Algorithms,Which sorting algorithm works by repeatedly finding the minimum element from the unsorted portion of the array and placing it at the beginning? a) Bubble Sort b) Quick Sort c) Selection Sort d) Insertion Sort ,True or False: Insertion Sort is a stable sorting algorithm.,What is the main advantage of using quicksort over other sorting algorithms?
,Analysis of Algorithms,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Asymptotic Analysis,Which of the following is true about asymptotic analysis? a) It gives an exact measurement of algorithmic efficiency b) It ignores small input sizes c) It is only applicable to recursive algorithms d) It only considers the worst-case scenario ,True or False: Asymptotic analysis only considers the worst-case scenario.,What is asymptotic analysis?
Asymptotic Analysis,Which of the following notation represents a function that grows faster than logarithmic but slower than exponential? a) O(1) b) O(log n) c) O(n) d) O(2^n) ,True or False: Big-O notation represents the exact growth rate of a function.,What is Big-O notation?
Asymptotic Analysis,Which of the following is the correct definition of Big-O notation? a) It represents the lower bound of the growth rate of a function b) It represents the upper bound of the growth rate of a function c) It represents the exact growth rate of a function d) It represents the average growth rate of a function ,True or False: Theta notation represents the lower bound of the growth rate of a function.,What is the difference between O(1) and O(n)?
Asymptotic Analysis,Which of the following is not a valid asymptotic notation? a) O(1) b) O(n!) c) O(log n) d) O(n^2) ,True or False: Asymptotic analysis is only applicable to recursive algorithms.,What is the purpose of asymptotic analysis?
Asymptotic Analysis,Which of the following is true about Theta notation? a) It represents the upper bound of the growth rate of a function b) It represents the lower bound of the growth rate of a function c) It represents both the upper and lower bounds of the growth rate of a function d) It represents the exact growth rate of a function ,True or False: Asymptotic analysis is a way to measure the efficiency of an algorithm.,What is the worst-case time complexity of an algorithm?
Sorting Algorithms,Which of the following sorting algorithms has a worst-case time complexity of O(n^2)? a) Merge sort b) Quick sort c) Heap sort d) Insertion sort ,True or False: Bubble sort has a worst-case time complexity of O(n^2).,What is a sorting algorithm?
Sorting Algorithms,Which of the following sorting algorithms is based on the divide-and-conquer strategy? a) Bubble sort b) Selection sort c) Insertion sort d) Merge sort ,True or False: Quick sort is a stable sorting algorithm.,Explain the concept of in-place sorting.
Sorting Algorithms,Which of the following sorting algorithms has a best-case time complexity of O(n)? a) Quick sort b) Bubble sort c) Insertion sort d) Heap sort ,True or False: Selection sort is an in-place sorting algorithm.,What is the time complexity of bubble sort?
Sorting Algorithms,Which of the following sorting algorithms guarantees a stable sort? a) Quick sort b) Selection sort c) Merge sort d) Radix sort ,True or False: Merge sort is based on the divide-and-conquer strategy.,What is the main advantage of merge sort over other sorting algorithms?
Sorting Algorithms,Which of the following sorting algorithms is not an in-place sorting algorithm? a) Bubble sort b) Heap sort c) Insertion sort d) Shell sort ,True or False: Radix sort has a worst-case time complexity of O(nlogn).,How does quick sort work?
Graph Algorithms,Which algorithm is used to find the shortest path between two vertices in a weighted graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Breadth-First Search (BFS) can be used to find the shortest path in an unweighted graph.,What is a graph algorithm?
Graph Algorithms,Which algorithm is used to find the minimum spanning tree of a weighted graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Depth-First Search (DFS) can be used to detect cycles in a graph.,Explain the concept of breadth-first search (BFS).
Graph Algorithms,Which algorithm is used to detect cycles in a graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Dijkstra's algorithm can be used to find the minimum spanning tree of a weighted graph.,What is the time complexity of Dijkstra's algorithm?
Graph Algorithms,Which algorithm is used to find the strongly connected components in a directed graph? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Prim's algorithm can be used to find the shortest path between two vertices in a weighted graph.,What is the minimum spanning tree of a graph?
Graph Algorithms,Which algorithm is used to find the topological ordering of vertices in a directed acyclic graph (DAG)? a) Breadth-First Search (BFS) b) Depth-First Search (DFS) c) Dijkstra's algorithm d) Prim's algorithm ,True or False: Depth-First Search (DFS) can be used to find the topological ordering of vertices in a directed acyclic graph (DAG).,What is the difference between DFS and BFS?
,Software Requirements Engineering,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Software Requirements Engineering,Which of the following is not a valid data type in most programming languages? a) Integer b) String c) Boolean d) Character ,True or False: In programming  a variable can store different data types at different times. ,Explain the concept of a variable in programming and provide an example.
Software Requirements Engineering,"What is the data type of the variable ""price"" if it stores a decimal number? a) Integer b) Float c) String d) Boolean ",True or False: Variable names are case-sensitive in most programming languages.,What is the difference between a variable and a constant?
Software Requirements Engineering,Which of the following variables stores true/false values? a) Integer b) Float c) Boolean d) String ,True or False: The value of a variable can be changed during program execution.,How do you declare a variable in most programming languages?
Software Requirements Engineering,In programming  a variable is: a) A fixed value that cannot be changed b) A container for storing data c) A keyword used for loops d) An error in the code ,True or False: A variable must be declared before it can be used.,What is the scope of a variable in programming?
Software Requirements Engineering,Which of the following is a valid variable name? a) 1count b) total count c) totalCount d) count$ ,True or False: Variables cannot be used to perform calculations in programming.,What are the common rules for naming variables in programming?
Agile Software Development,Which control structure is used to execute a block of code repeatedly as long as a condition is true? a) if statement b) switch statement c) for loop d) while loop ,"True or False: The ""else if"" statement can be used multiple times in an if-else control structure.","Explain the difference between the ""while"" loop and the ""do-while"" loop."
Agile Software Development,"What is the purpose of the ""else"" statement in an if-else control structure? a) It is used to repeat a block of code. b) It is used to specify multiple conditions. c) It is used to execute a block of code when the condition is false. d) It is used to skip the rest of the code block. ",True or False: The do-while loop executes the loop body at least once  even if the condition is false. ,"What is the purpose of the ""switch"" statement and how does it work?"
Agile Software Development,"In a for loop  what does the ""initialization"" step do? a) It sets the loop condition. b) It increments the loop counter. c) It initializes the loop variable. d) It defines the loop body. ",True or False: A switch statement can be used with both numeric and string expressions.,How is a for loop different from a while loop?
Agile Software Development,"What is the purpose of the ""break"" statement in a loop? a) It ends the loop and transfers control to the next iteration. b) It skips the rest of the code block and continues with the next iteration. c) It exits the loop and transfers control to the next statement after the loop. d) It restarts the loop from the beginning. ","True or False: The ""continue"" statement is used to skip the rest of the code block and continue with the next iteration of the loop.",Explain the concept of nested control structures with an example.
Agile Software Development,Which control structure is used to select one of many code blocks to execute based on different conditions? a) if statement b) switch statement c) for loop d) while loop ,True or False: An if-else statement can be nested inside another if-else statement.,What are some common mistakes or pitfalls to avoid when using control structures?
Object-Oriented Programming (OOP),What is a function in programming? a) A variable that stores data b) A conditional statement c) A reusable block of code d) An error in the code ,True or False: A function can only receive input values but cannot return any output.,Explain the difference between a function parameter and an argument.
Object-Oriented Programming (OOP),What is the purpose of using functions in programming? a) To store data b) To control program flow c) To perform a specific task or calculation d) To print output on the screen ,True or False: The main() function is required in all programming languages.,How do you define a function in most programming languages?
Object-Oriented Programming (OOP),Which of the following is not a benefit of using functions? a) Code reusability b) Modularity c) Increased code complexity d) Improved code organization ,True or False: A function can be called from within another function.,"What is the difference between the ""return"" statement and the ""print"" statement?"
Object-Oriented Programming (OOP),What is a parameter in a function? a) The value returned by the function b) The name given to a function c) A value passed into a function d) A condition that determines function execution ,True or False: A function can have multiple return statements.,"What is the concept of a ""void"" function?"
Object-Oriented Programming (OOP),What is the difference between a function definitionand a function call? a) A function definition is where a function is created and a function call is where it is used.  b) A function definition is where a function is used and a function call is where it is created.  c) A function definition is where a function is modified and a function call is where it is executed.  d) A function definition is where a function is executed and a function call is where it is modified.  ,True or False: Functions cannot be recursive meaning a function cannot call itself. ,How can you pass an array as a parameter to a function?
Object-Oriented Programming (OOP),Research Methodology,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Sampling Methods in Research Methodology,Which of the following sampling methods is based on selecting every nth participant in the population? a) Simple random sampling b) Systematic sampling c) Stratified sampling d) Cluster sampling ,True or False: Stratified sampling is a type of probability sampling. True or False?,What is the difference between probability and non-probability sampling methods?
Sampling Methods in Research Methodology,Which of the following sampling methods is best suited for studying rare populations? a) Simple random sampling b) Systematic sampling c) Stratified sampling d) Purposive sampling ,True or False: In cluster sampling participants are selected based on their geographic location. True or False? ,What is convenience sampling and what are its advantages and disadvantages? 
Sampling Methods in Research Methodology,Which of the following sampling methods involves selecting participants based on their membership in specific subgroups of the population? a) Simple random sampling b) Systematic sampling c) Stratified sampling d) Cluster sampling ,True or False: In convenience sampling participants are selected based on their availability and willingness to participate. True or False? ,What is stratified sampling and how is it different from cluster sampling? 
Sampling Methods in Research Methodology,Which of the following sampling methods is used when the population is too large to be included in the study? a) Simple random sampling b) Systematic sampling c) Stratified sampling d) Cluster sampling ,True or False: Systematic sampling involves selecting participants at random from a list of the population. True or False?,What is purposive sampling and when is it used? 
Sampling Methods in Research Methodology,Which of the following sampling methods has the highest risk of sampling bias? a) Simple random sampling b) Systematic sampling c) Stratified sampling d) Convenience sampling ,True or False: The purpose of sampling in research is to reduce the cost and time required for data collection. True or False?,What is systematic sampling and how is it different from simple random sampling? 
Qualitative Research Methods,Which of the following is not a commonly used qualitative research method? a) Case study b) Grounded theory c) Survey research d) Ethnography ,True or False: In qualitative research the researcher aims to understand the meanings that participants give to their experiences. True or False? ,What is the purpose of using interviews in qualitative research and what are some potential advantages and disadvantages? 
Qualitative Research Methods,Which of the following is an advantage of using focus groups in qualitative research? a) They allow for in-depth exploration of individual experiences b) They allow for the researcher to observe behavior in natural settings c) They allow for the researcher to control the environment d) They allow for the researcher to collect data from a large number of participants ,True or False: Grounded theory is a method of analyzing qualitative data that involves identifying and developing concepts based on the data itself. True or False?,What is grounded theory and how is it used in qualitative research? 
Qualitative Research Methods,Which of the following is a potential disadvantage of using interviews in qualitative research? a) They can be time-consuming and expensive b) They can be difficult to analyze c) They can be biased due to the researcher's presence d) They can be difficult to schedule with participants ,True or False: Ethnography is a method of collecting qualitative data that involves observing and participating in the daily lives of a group of people. True or False?,What is the purpose of using focus groups in qualitative research and what are some potential advantages and disadvantages? 
Qualitative Research Methods,Which of the following is an important consideration when selecting a sample for a qualitative research study? a) Sample size b) Sampling technique c) Sampling frame d) Population size ,True or False: In qualitative research the sample size should be large to ensure representativeness of the population. True or False? ,What is ethnography and how is it used in qualitative research? 
Qualitative Research Methods,Which of the following is an important aspect of conducting a qualitative research study? a) Objectivity b) Generalizability c) Validity d) Reliability ,True or False: One of the strengths of qualitative research is its ability to generate rich detailed data. True or False? ,What is the role of the researcher in qualitative research and how is objectivity maintained? 
Sampling Methods,Which of the following is not a probability sampling method? a) Stratified random sampling b) Simple random sampling c) Convenience sampling d) Cluster sampling ,True or False: Probability sampling methods involve selecting participants from a population using a random process. True or False?,What is the difference between probability and non-probability sampling methods?
Sampling Methods,Which of the following is a type of non-probability sampling method? a) Systematic sampling b) Snowball sampling c) Random sampling d) Stratified random sampling ,True or False: Non-probability sampling methods involve selecting participants from a population using a random process. True or False?,What is systematic sampling and how is it used in research? 
Sampling Methods,Which of the following is an advantage of using stratified random sampling over simple random sampling? a) It ensures that every member of the population has an equal chance of being selected b) It allows for the researcher to control for the effects of certain variables c) It is less time-consuming and less expensive d) It results in a larger sample size ,True or False: Simple random sampling involves dividing the population into mutually exclusive and collectively exhaustive groups. True or False?,What is cluster sampling and what are some potential advantages and disadvantages? 
Sampling Methods,Which of the following is an important consideration when selecting a sampling method for a research study? a) The size of the population b) The research question c) The type of data being collected d) All of the above ,True or False: Convenience sampling is a type of probability sampling method. True or False?,What is stratified random sampling and how is it used in research? 
Sampling Methods,Which of the following is a type of probability sampling method that involves dividing the population into mutually exclusive and collectively exhaustive groups? a) Simple random sampling b) Stratified random sampling c) Cluster sampling d) Systematic sampling ,True or False: Cluster sampling involves selecting participants from a population using a random process but the sampling unit is a group or cluster rather than an individual. True or False?  ,What is snowball sampling and what are some potential advantages and disadvantages? 
,Big Data Analytics,,
Topics,MCQs,True/False Questions:,Descriptive Questions:
Data Mining ,Which keyword is used to define a class in C++? a) class b) struct c) object d) main ,True or False: Objects are instances of classes.,What is a class in C++?
Data Mining ,Which access specifier is used to make class members accessible within the class and its derived classes? a) public b) private c) protected d) friend ,True or False: A class can have multiple constructors with different parameter lists.,Explain the concept of object-oriented programming.
Data Mining ,"Which of the following is a correct way to create an object of a class named ""Person""? a) object Person b) Person obj c) create Person d) new Person ",True or False: In C++,How do you define a member function outside the class declaration?
Data Mining ,Which operator is used to access member functions and data members of an object? a) . b) -> c) :: d) : ,True or False: Destructors have the same name as the class and are prefixed with a tilde (~).,What is the difference between private and protected and  and public access specifiers in C++? 
Data Mining ,Which function is automatically called when an object of a class is created? a) initialize() b) main() c) constructor d) destructor ,True or False: The default access specifier for members in a class is protected.,What is a constructor in C++?
Predictive Analytics,Which keyword is used to derive a class from a base class in C++? a) derive b) inherit c) extends d) : ,True or False: Inheritance allows a class to inherit properties and behaviors from another class.,What is inheritance in C++?
Predictive Analytics,Which type of inheritance allows a derived class to inherit from multiple base classes? a) single inheritance b) multiple inheritance c) hierarchical inheritance d) hybrid inheritance ,True or False: A derived class can access private members of its base class.,Explain the types of inheritance supported in C++.
Predictive Analytics,What is the access specifier used when deriving a class privately? a) public b) private c) protected d) friend ,True or False: Multiple inheritance allows a class to inherit from multiple derived classes.,What are access specifiers in inheritance?
Predictive Analytics,Which feature of OOP is demonstrated by inheritance? a) encapsulation b) polymorphism c) abstraction d) data hiding ,True or False: Constructors and destructors are inherited by derived classes.,What is function overriding in inheritance?
Predictive Analytics,Which function is called automatically by the compiler when an object of a derived class is created? a) constructor b) destructor c) main() d) virtual function ,True or False: The derived class is always smaller in size compared to its base class.,How does the virtual keyword impact function behavior in inheritance?
Data Visualization,What is polymorphism in C++? a) The ability to create objects from classes b) The process of hiding data within a class c) The ability of an object to take on many forms d) The process of defining multiple constructors for a class ,True or False: Polymorphism allows a derived class to inherit from multiple base classes.,What is the difference between compile-time polymorphism and runtime polymorphism?
Data Visualization,Which type of polymorphism is achieved through function overloading? a) Compile-time polymorphism b) Runtime polymorphism c) Static polymorphism d) Dynamic polymorphism ,True or False: Virtual functions can be implemented in the base class and overridden in derived classes.,Explain the concept of function overloading in C++.
Data Visualization,What is the purpose of virtual functions in C++? a) To perform type checking at compile-time b) To allow the creation of abstract classes c) To enable late binding and dynamic method dispatch d) To restrict access to class members ,True or False: Polymorphism can be achieved through function overloading and function overriding.,How does function overriding contribute to polymorphism in C++?
Data Visualization,Which keyword is used to override a virtual function in a derived class? a) override b) virtual c) super d) polymorphic ,True or False: Dynamic polymorphism is resolved at compile-time.,What is an abstract class in C++?
